DPPNNNNNNNBS 	CRBVVVSPPNNNNNBSZVVVVVSDPPNNNNNAS 
PPNNNNNNBS 	CRBVVSPNNNNNNNNBTPPCRBVVVTPPNNNBTPPZVVVVVSDPNNNNNNNNNAT 
DPPNNNNNNNNNAS 	CRAVSPPNNNBTPCRBVVVTNNNNNNBSPPCRBVVVVVSNNNNNNNATPZVSDDDNNNNAS 
DDPNBT 	CRBVVVVTNNASPPZVVVVTDDPPNNNNNNNNNBS 
DDNNNNNAS 	CRAVSNBSZVVVVVSDDPPNNNNNNNBT 
DDDPNNNNNNNNNBT 	CRBVVVVTPPNNNNBSPCRBVVVVVSNNNNNNNNBSPPZVVTDDPPNNNNNNNNAS 
DPPNNBT 	CRBVVVTPNNNNBSPCRBVVVSPNNNBTPPCRBVVVVVTPPNNNNNNNBSCRBVVVSPNNNNNNBSPPZVVVTDDDPNNNNNNNBS 
DPPNBS 	CRBVSPNNNNNNNBSPPCRBVVVVVSNNNNNNBSPZVVVVSDDDPPNNNNNBS 
DDPNNNNNNNNBS 	CRBVSPNNNNNNNNBSPZVVVVSPPNNNNNNNNNBS 
PNNNAT 	CRAVVVVVTPPNNNNNNNBSPPZVTPPNBS 
DDDPPNNNAS 	CRAVVSPPNNNNNNNBTCRBVVTPNNNNNNBSPPCRBVVVSPNBTCRBVVVVTPPNNNNNNNNATPZVSDDDPPNNNNNNNNNAT 
DNNNNNBS 	CRBVSPPNNASCRAVVVVVSPPNNNNNNNNATZVVVSDDNNNNNBS 
PNNNNNNBS 	CRBVVVVSNNNNNNNNNBSPCRBVSNNNNNNNBTCRBVVTPPNNBSPPZVVVVVSDDNNNNNAS 
PPNNNNNNNNAT 	CRAVVVTPPNNBSCRBVVVSNNNNNNNNBSPCRBVVVVSPNNNNNNNNNBTPPZVVVTPNBT 
DPPNBS 	CRBVVVVSPNNNNATPPCRAVTNNNNNNNBSPPZVVVVVSDPNNNNNNNNNAS 
PPNNNBS 	CRBVSNNNNNNNNATZVVVVSDPNNNNNNNNNBS 
PPNNNNNNNNAT 	CRAVVVTPPNNNNATPCRAVVVVVTPPNNNNNNNBTPPCRBVVVVVTNBTPPZVVVVTDDPNNNNAT 
PNNNNNNNNAT 	CRAVVTPPNNNNNNBSPCRBVSPPNNNNATPPZVVVVVTDNNNNNNNBT 
PPNNNNNNAT 	CRAVVVVTNNNNNNNBTCRBVTNBSZVVVVTDNNNBT 
DDDPNNNNNNNNNBT 	CRBVVVVTPNNASCRAVVVVVSNATCRAVVVVVTPNNNNNNNNNBTPZVVTDDDPNNBS 
DDPPNNNNNNNNNBS 	CRBVVVVSNNNNNNNNASPPCRAVSNNATPZVSDDNNNNNBS 
PPNNNNNBS 	CRBVVSPPNNNNNNNNASPCRAVVVVVSPPNNBSPPCRBVSNNNNNNNASZVVVSDDPNNNNNBS 
DPNNNNNBS 	CRBVVVVVSPPNNNNNATPPCRAVVVVTPPNNNNNNNATCRAVVVTNNNNNNNBSPCRBVVSNNNNNNASZVVVSDDNNNNNNNNNBT 
DDPPNBT 	CRBVTPNNNNNNNNATZVVVVTDDPNNNNNNNBT 
DDDPPNNBS 	CRBVVSNNNNNNNNASCRAVVSPPNATPPZVSDDNNNNNNAT 
DDNNNNAS 	CRAVVVVSNNNNNNNNBTPPCRBVVVVTPNNATZVSNNAS 
PNNAS 	CRAVVVVSPPNNNBSPCRBVVVVSNNNNNNNNNBTPPCRBVVVVTPNNNNNNNASPPCRAVSPNNNNNNNATZVSDDDNNBT 
DDDPPNNNNAT 	CRAVVTPNNNNNASCRAVVSPPNNNNBTCRBVVVVTPNNNNNNNNBSPZVVVTDNNNAT 
DDNNAT 	CRAVVTPPNNASZVVVTNNNNNNAT 
PPNNNNAS 	CRAVVVVVSPPNBTPZVVVSPNAS 
NNNBT 	CRBVVVVVTNNNNNNBSPPZVTDDDNNNNNAS 
DDDNNNNBT 	CRBVVVTPNNNBSPCRBVVVVSNNNNNNBSCRBVSNATPCRAVVVVVTPNNNNNATPZVVVVTDDDNNAT 
NNBT 	CRBVTPNNNNASPCRAVSPNNNASPZVVVVTDDPNNNBS 
PPNNAT 	CRAVTPPNNNNNBTPCRBVVVVTPNNNNNNBSPPCRBVVVVSNNNBSCRBVVSPNNNNNNNNNBTPPZVVVVTPNNBS 
DDDNNAS 	CRAVVVVSNNNNNNNNNBTPPZVVVVVSDDNAS 
DNNNNBS 	CRBVVSNNNNNBSPCRBVVVVSPNNNNNBTPPCRBVTNNNNNNNNNASPPZVSDDPPNAS 
PNNNNNNNBS 	CRBVVVVSPNNNNASPPZVVVVVSDDPPNNNNNNNNBT 
NAS 	CRAVVVVVSPNNNBTPCRBVVTNNNNNNBTPCRBVVVVTPNATCRAVVVVTPNBTPZVVSDNNNNNNNNAT 
PPNNNNNNNNBS 	CRBVSNNNNASCRAVVSPPNBTPZVVVVVSNNNNBT 
DPNNNNNNNNBS 	CRBVVVSPPNNNNNNNBTZVVVVVSPPNNNNNNAS 
DNNNNNNNNNBT 	CRBVVVVVTPPNNNNNNNNNBTCRBVVTPPNATPPCRAVVVVTNNNNNNBTPZVVTDDNNNNBS 
DPNNNBS 	CRBVVVVSPPNNNNNBTCRBVVVVVTPNNNNNNNASPCRAVVVSPNNNNNNNNNASPPZVVSDDDPPNNNNNNNNNAT 
DDDNNNNNNNNNBS 	CRBVVSNNBTPPCRBVVTPNNNNNNNBSCRBVVVVSNNNNBTZVVVVVSDDDPPNNNNNBT 
DPPNBS 	CRBVVVVVSPNNNBTPCRBVVVTNNNNASCRAVVVVVSNNNNNNNNATPPZVSDPNNNNBS 
PPNNNNNNNNAS 	CRAVVVVVSNBTCRBVVVVTNNNNNASPPCRAVSPPNNNNNNNNBSCRBVVVSPPNNNNNNNNBSZVVVVVSPPNNNAS 
DDDPNNNAS 	CRAVVVVVSPNBSCRBVVVVSPPNBTPZVVVVVSDDDNNNAT 
DDNNNNNBT 	CRBVVVVVTPNNNNNNNASPPZVVVVVTDDPPNNNNNNNAS 
DDPNNNNNNNBS 	CRBVVVVVSPNNNNNNNNNATPCRAVVTPNNNNNBTPPCRBVVVTPPNNNNNNNBSZVVSDDDPNNNBT 
DPNNNNNNBS 	CRBVVVVVSNNNNNATPCRAVVTPPNNBTPCRBVVVTNASPCRAVSNNNNNASZVVVVVSDDPPNNNNNNNAS 
PNBS 	CRBVSNNNBSPCRBVVSPPNATPCRAVVTPPNNNNNASCRAVVVVVSNATZVVSDNNNNNAS 
PPNBT 	CRBVVVVVTNNNNNBSPCRBVVVVVSNNNNNNASZVVVVVTDPNBS 
DDPPNNNAT 	CRAVVVVTPPNBTPPZVVTDDDNNAS 
DPPNNAS 	CRAVVVSNNNNNNNBTPPCRBVVTNATPPZVSDDDPNNNBT 
DPPNBT 	CRBVVTPPNNNNNNBSPPCRBVVVSPPNNNBTPCRBVVTPNNATZVTDDNNNNAT 
PNNNNNNNNBT 	CRBVTNNNNNNNBSCRBVVVSPNNNNNNNNNASZVVTDDDPNNNBS 
DPNNAT 	CRAVVVVTPNNNNBSPPCRBVVVSPPNNNNNNNNATPPZVTDDNBT 
PPNNNNAS 	CRAVVVVSPNNNNNNNNBTPPCRBVVVVTPPNNNASPCRAVVSNNATPPCRAVVTNNNNNNNNNASPZVSDDDPNNNNNNNAS 
DDPNAT 	CRAVVTNNNNBSPPCRBVVVVSNNBSPZVVVTNNNNNNNNNAS 
DPNNNNNNNBS 	CRBVVSPNNNNNNNNNATCRAVVTPNNNNBSCRBVVVVVSNNNNNNNNBSPCRBVSNNNNNNNBSPZVVSDDNNNNNAT 
PNNNBS 	CRBVSNBTPZVVVSDDNNNNBT 
DDDPNNBT 	CRBVVVTNNNNNNNNBSPPCRBVVSPPNNNNNNNNNASCRAVVVSPPNNNNBTZVTPNNNNNNNAS 
PPNNAT 	CRAVTPPNBSPZVTDDNNNNNNNAS 
DPPNNNNNNNNAS 	CRAVVVSPPNNNNNNNBSPPCRBVVSPNNNNASZVVVVVSDPPNNNNNNNNBS 
DPPNNNNNBT 	CRBVVVVTPPNNNNNNBTCRBVVVVTPPNNNNNNNNBSCRBVVVVSNNNATPPZVTDDPPNNNNNNNBS 
DDDPNNNNNNNNNBT 	CRBVTPNNNNNNNATPZVVVVVTDDDNNNNNNNNNAT 
DPNNNAS 	CRAVVVVVSNNNNATPCRAVVVVTNASPPZVVVVSDDDPPNNNNNNNNBS 
DDNAS 	CRAVVVVSPPNNNNNBSZVVSDDDPPNNNAT 
DNNNNNNNNNBT 	CRBVVTPNNNNNBSZVVVVTPPNNNNNNBT 
DDDNNNNAT 	CRAVVVTPPNNNNNNBTPCRBVVVTPNNNBTPPCRBVTPNNNNNNNNBTPZVVTPPNNBT 
PNNNNBS 	CRBVSPNBSPPZVVVVVSDPNNNNNNNNNAS 
DNNNNNBT 	CRBVVVVTNNNBTPPCRBVVVTPNNNNNNNNNATPPCRAVVVTPPNNNNNNNASZVVTDDPNNNNAT 
DDPNNNNNNNNBT 	CRBVTNNNNNBTPPCRBVVVTPNNNNNBTPPCRBVVVTNNNNNNATCRAVVVTNNNBSPZVVTDDDPNNNNNNNNBS 
DPPNBT 	CRBVTPNNNBTPPCRBVVVVTPPNNBTPPCRBVTNNNNNNNNATZVVVVTDPNNNBT 
PPNNNNNBT 	CRBVVVVVTNNNNASCRAVVVVSPPNNNNNNASPPZVVVTPPNNNNNNNBS 
DPNNAS 	CRAVVVVSPPNNNNNNBSPPCRBVVVVVSPPNNASPCRAVSPPNNNNNBSPPZVSDDPNNNNNNNNNBT 
DDDNNAT 	CRAVTNNNASCRAVVVSNNBTPZVVVTDDDPNNNNBS 
PPNNNNAS 	CRAVVVVVSPNNNNNATPPCRAVVTPNNBTZVSPNBS 
DDDPPNNNNNNBS 	CRBVSPPNNNNNNNNBSPPZVVSDNNNAS 
DDPNNNNNNAT 	CRAVVVVTPPNNBSPCRBVSPPNNNNNBTPPZVTDDPPNNNNNNNNBT 
DDDPNNNNNNBT 	CRBVVTPNASPCRAVVVSPNNNNNNNNNASZVVVVVTDDDPPNNNNNNNNNBS 
DNNNNBS 	CRBVSPPNNNNNNNNBSPPCRBVVVVSPNNNNNNASCRAVVVVVSNNNNNBTPPCRBVVVTPNNNNNNNNNBSZVVVVSDDDNNNNNNNNNAT 
PNNNNNNNAS 	CRAVVVVSNNNNNNNNNBTCRBVVVVTPNNNNNATPPZVVVVVSNNAS 
DDPPNNAS 	CRAVVVVSNNNNNNNNNASPPCRAVVSNNNNNNNATPPZVVVVVSDPNNNNAS 
NNNNAS 	CRAVVVVSPPNNNNNNNNASPCRAVSPNATPPCRAVVVTPPNNNNNNNNBSPPCRBVVVSPPNNNNNNNNNBTZVVVVVSDDNNNBS 
PNNNNNBT 	CRBVVTPNNNNNNATPCRAVVVVVTPPNBSCRBVVSPNNNNNNNNNASPPZVVVVTNNNNNNNNNAS 
DNNNNAT 	CRAVVVVTPPNNNNASPCRAVVVVVSNNNNNNNNNASPPZVVVVVTDPPNNNNNNNNNBS 
PNNNNNNBT 	CRBVVVVVTNNNNNNASPPCRAVSNBTCRBVVVVTNNNNNNNNATCRAVTPNNATZVVVVVTPPNNNAT 
DPPNNNNNAS 	CRAVVVVVSPNNNNASPPCRAVVVVSPNNNNNASPCRAVVVVSPNNNNNNNNASPZVVVSPPNNNNNNNBT 
DPPNNNNNNNNAT 	CRAVVVVTNNBTZVTDDNNNAS 
DDPNNBS 	CRBVVVSPPNASZVVVSDDPPNNAS 
DPPNNNNNNNBS 	CRBVVSNASPPCRAVSNNNNNNNNBTPPCRBVTPNNNNNBTZVVVVVSPNNAS 
DDNNNNNNNNAS 	CRAVSPPNNNNNBTPCRBVVVVTPNNNNNNNATPPZVVVSDDPNNNNNNNNNBT 
PPNNNNNNNNNBT 	CRBVTNNBSZVVTDPPNBT 
NNNNBT 	CRBVVVVTNNNNNNNNATPZVVVTDDPPNNNNNNNAS 
PNNNNNNBT 	CRBVVTNNASPPZVVVVVTPPNNNNNNNNNBS 
PPNNNNNNNAS 	CRAVVVVVSPPNNNBSPCRBVVSPNNNASPPCRAVSPNNNNNNNNBTPZVVVSDPPNNNNNBS 
DPPNNBS 	CRBVSNNNNNNNASCRAVSPNNNNNNNNBTPPZVVVVSDDPPNAT 
NAS 	CRAVSPPNNNNNNNASPCRAVVVVSNNNNNNNNASPPCRAVVSPPNNNNBTCRBVVVVVTPNNNNBSPPZVVSPNNNNNNBT 
DDPPNNNNNBT 	CRBVVVVTPPNNNNNNNNNATPPCRAVTNNNBSCRBVVVSPPNNNNNNNNNASPPZVVVTDDNBT 
PNNNNNBS 	CRBVVVSPNNNNNNATPZVVVVVSDDPNNNNNNNNNBT 
NNNNNNAS 	CRAVVVSNNNNNATCRAVVVVVTPNNNNNNNNNBSPPZVSDDDNBS 
DDDPPNNNNBT 	CRBVVVVVTNNNNNNBSCRBVVVSPNNASPCRAVSNNBSCRBVSNNNNNNNNBTPZVVTDDPNNNNNNNNNBS 
DDDPPNBS 	CRBVVVVSPPNNNNBSPPCRBVVVSNATZVVVVSDDDNNNNAT 
DDPNNNNNNNNNAS 	CRAVVVVSPNNNNNNNNBTPCRBVVVVVTPNBSPPCRBVSPNNATPCRAVVVTPNASPZVVVVSNNNNNBS 
DDDNNNAT 	CRAVVVTNNNNNNATPPCRAVTPPNNBSCRBVVVVSPPNNNBTCRBVVVVTPNNNNNNBSPZVVVTNNNNNNNNBT 
DNNNAT 	CRAVVVTPPNNNNNNNASPZVVVVVTDNNNNBT 
NNAS 	CRAVVVSPPNNNNNNNNNASPPCRAVVVSPPNNNNNNNNASCRAVVVVSPNNNNATCRAVVVVVTPNNNNNNNNNBTPPZVVVVVSDPPNNBS 
DDDNNNNNNNNNBS 	CRBVVVSNNNNNNNNATPZVVVVSPPNNNNAT 
DDDPPNNNNNNNNAS 	CRAVVVVVSPPNNNATZVSPNNNNAS 
DDPNAS 	CRAVSPPNNNNNNBSCRBVVVVVSPNNNNNNBSPCRBVVVVVSNNNNNNNNATCRAVVVVVTPNASPZVVVVVSDDPNNNNNNNNNBT 
DDNNNAS 	CRAVVSPPNNNATPZVVSPPNNAT 
PPNNNNNNNNNBT 	CRBVVTNASPPCRAVVVSNNBSPPZVVVVTDPNNNNNNAT 
DDDPNNNNNNNAT 	CRAVTPPNNNBSCRBVSPNNNASPPZVTDDDPPNNNNNNNNNAT 
DPPNNNNNAT 	CRAVVTNBSPCRBVVVVSPPNNNBSPPCRBVVVVSPPNNNNNNNNNBSPZVVTDDNNNNNNNNNAS 
NAS 	CRAVVVVSNNBSPZVVVVSDNNNNNNNNNAT 
DDDPPNNNNNNNNAS 	CRAVVVVVSNNNNATPPCRAVVVTPNNNNATCRAVVVVVTPPNNNNBTPPZVSDDDPPNNAT 
DPPNBS 	CRBVSNNNNNNNBTPCRBVVTNNNBSPPCRBVVVVSNNATPPZVVVVVSDPNNNNNNBT 
DPNNNAT 	CRAVVVVVTPNNNNNASPPZVVVVVTDDDPPNNNAT 
DDDPNNNNNNBT 	CRBVVTPPNNATPZVVVTDDDPPNNNNNNNNNBT 
DDDNNNAT 	CRAVVVVTPNNNNNNNNNBTPCRBVVVVTPPNNNNATCRAVVVVTPPNNNNNNNNNBSCRBVVVSPNNNNNBTPPZVVVVTDDPPNNNNNNAS 
DPPNNNNNNBT 	CRBVVTPNNNNNNNNATPCRAVVVVTNNNNNNNNBTPPZVVTDDDPPNNNNBT 
NBT 	CRBVVVVVTPPNNNNNNNNNBSCRBVVVVSNNNASPPCRAVVVSNNNNNBSPPZVVVVTDPNNNAS 
DDPPNNNBS 	CRBVVVVVSPNNNNNNNNNBTCRBVVVVVTPNBTPPZVVVVVSDPPNNNNNNNBT 
DDDNNNNNAT 	CRAVTPPNNNBTPCRBVTPPNNNNNASPPCRAVVVVSPNNNNNNNNNASZVVVVVTPPNNNNNNBS 
DPNNNAS 	CRAVVVVSPPNNNNNNATPPCRAVVVVVTPNNNNNBTPCRBVVVVTPPNNNNNNNNBSZVVSDNAT 
DDPNNNNNNNNNBT 	CRBVVVVVTPPNASPPCRAVSPPNNNNNNNNNBSCRBVVVVSPNNNNNNNASPPCRAVVVVSPNNNNNNBTPPZVVVVVTDDNNNNNNNBT 
DDPPNNNNNNNNBS 	CRBVVVVVSPPNNNNNBTPPCRBVVTNNNNBTPCRBVVVTPPNNNNNNNNNATPCRAVTPPNNNNNNNNNBTZVVSDPNNNNNBT 
DNNNNNBT 	CRBVVTNNNNNATZVVVTDDDPNNNNNNNNNBT 
PPNNNNNNNNNBS 	CRBVVVVVSPPNATPPZVVVVSDDPPNNNNNNNBT 
NBT 	CRBVVVTPNNNNNNNASCRAVVVVSPNASCRAVVVSPNNNBSPPCRBVVVVSPNNNNNNNNBSZVTDPNNNNAS 
DDDPNNNNNNNNBT 	CRBVVVTPPNNNNNNNNBTPZVVTDDDNAT 
DDPPNNAT 	CRAVTNNNNNNNNASPPCRAVVVVSNASPCRAVVVVSPPNNNBSPPCRBVVVVVSPPNNASPZVVTDDPNAT 
DDDPPNNAT 	CRAVVVVTPPNNNATPCRAVVTPPNNNATPZVVVVTDDDPNBS 
DDPNNNNNAS 	CRAVVVVSPNNNNNNNNNBTPCRBVVVVTPNNNNNNNATCRAVVVTNNNNATPPZVSDPNNNNNNNBT 
DDPNNNNNNNNNAT 	CRAVVVVTPPNNNNNNNNNASPCRAVVVVVSPPNNNNNNNBSPZVVVVVTDDDNNNAT 
PNNNNNNAT 	CRAVVVVTPNNNNBTPPZVVVTDDPNNNNNNAS 
DPPNNNNNNAS 	CRAVVVSNNNNNNNNASPCRAVVVVSPNNNNNNASPPCRAVVVSPNNNNNNNNASPZVVVVVSNNNNNNNNNBS 
DPPNNNNNBS 	CRBVVVVVSPNNNNNNASCRAVSPNNNATPPCRAVVTPNNNNNNBTPPZVVVSDPNNAS 
DDDNNNNNNNNBT 	CRBVVVVTPNNNNNNNBSPZVTDDDPPNNNNNNNBT 
DDDPPNNNNNNNNNAT 	CRAVVVTPPNNASCRAVVSPPNNNNNNNNBSPPZVTDDDNBT 
PPNNNNNNNAS 	CRAVSPNATPCRAVVTPNBTPPZVVSNNNNNNAT 
PPNAS 	CRAVVVVVSPNNNNNNNNASPPCRAVVVVSNNNBSCRBVVSPPNBTCRBVVTPNNNNNNNNNATZVVVVSDDPNBS 
DPNNNBS 	CRBVVVVVSPNASZVVSDDNBS 
DNNNNNAS 	CRAVVVVVSPPNNNBSCRBVVSNNNNNBSCRBVVVSNNNNNNNBTCRBVVVVTNNNNNNNNBSZVVSDPNNNNNNNAS 
NNAT 	CRAVVVTNASPCRAVVVSNNBSPPCRBVVVVVSNNNNNNNATPPZVVTPPNNNNNNNNNAS 
DDDNNNNBS 	CRBVSNNNATPPCRAVVVTPNNNNNNNNNASPPZVVVVSNNBS 
DDPPNNNNNNNAT 	CRAVVVTPPNNNNNNNNATPPCRAVVVVTPPNATPPZVVTDPNBT 
DDPNNAT 	CRAVTNNNNNNASCRAVVVVSPNNNBTPPZVTNAS 
DDPNNNNNNBT 	CRBVTNNNNNNBTCRBVVTNNNNNNNASPPZVVTPPNNNNBS 
PNNNNNAT 	CRAVVTPNNNNNNNASPPZVVVVTDNNNNNAT 
PPNNNNNNNNAS 	CRAVSPPNNNNNNNNNASPPCRAVVVVVSPPNNNNNNNATPPZVSNNNNNNNAS 
DDNNNNNBS 	CRBVVVVVSNNNNASPPCRAVVVVVSNBTPZVVVSDDDPNAS 
NNBT 	CRBVTPPNNNNNNNNBTPZVTDDPPNNNNNNAT 
DDDPNNNNBS 	CRBVVVSNNNBSCRBVVSNNNNNNNNNATCRAVVVVTPPNNNBSPPZVVVVSDDDNNNNNNAS 
DDPPNNNAT 	CRAVVVVVTNNNNATPCRAVVTPNNNNNNNNATPCRAVVTPPNNNNASPZVVVVVTDPNAT 
DDNNNNAT 	CRAVVTPPNNNNNNNATPPCRAVVVVTPPNNNNNNASZVVVTDDNNNNNNNBS 
DDPPNNNNNNNNNAT 	CRAVTNBTPPCRBVVVVVTNNNNNNATPCRAVVTPNNNATPPCRAVVTPNNNNNNNASPZVVVVVTPNNNNNBS 
DDDPNNNNNNAT 	CRAVVVVTPNNBSZVTDPPNNNNNNNBS 
DDDPNNBT 	CRBVVTNNNNNNBSPPCRBVSPPNNNNNNATPCRAVVVTPPNNNNBTPPCRBVTPPNNNASPPZVVVVVTDPPNNNNNNBT 
DPPNNNNNBS 	CRBVVVSPPNNNNBSPCRBVVVVVSPNNNNNNASCRAVVVVSNNNNNATPZVVSDDNNNNBS 
NNNNAT 	CRAVVVVTPPNNNNNNNNATPCRAVVVTPNASPPCRAVVSPNNBTPPZVVVTDPNNNNNNBS 
DDNNNNNNNBT 	CRBVVVTPNNNNNNNNNATCRAVVVVTPNNNNNNNNATPPCRAVVVVVTPPNNNNATPZVVTDPNNNAT 
DPNNNNNNNNAS 	CRAVVVVVSPNNNNNNNASPCRAVVSPPNNBSPCRBVVVVVSPPNNNNNNNNNATCRAVTPPNNNNNASPZVVSDDDPNNNNAS 
DDDNNNNNAS 	CRAVVVVVSPPNASPPCRAVVVVSNNNASCRAVVVSPNNATPPCRAVVVVTPNNNNNNNNBTZVVVVSPNNNNNNAS 
DNNBS 	CRBVVSPNNNBTPPZVSDDDNNNNBT 
NNNNNNBS 	CRBVVSNNNNATPPCRAVVVTPPNNNNNNBTPPCRBVVVVVTNNASPPCRAVVSPPNNBTPZVVSDDDPNNNNNNNAT 
DDPPNNNNNNNNBT 	CRBVTPPNNNNNNNNATPCRAVVVTPNNNNNATZVVVVTDDNNNNAT 
DNNNNNNNNAT 	CRAVVTNNNNNNNNASPCRAVVVVSNNNNNNNNNATZVVVTDDNNNNNBT 
PPNNNNNNNNNBS 	CRBVVSPPNNNATZVSDDNNNNAS 
DDDNNAS 	CRAVVVVVSNNNNNNNNNASPCRAVVVSPNNNNBSPPZVVVSDDNNNNNNNNBT 
NBS 	CRBVVVVSPNNNNNNBTPPCRBVTNNNNNNNNBSPCRBVVVSPPNNNBSPPZVVVVSNNNNNNNNBT 
DDPNNNNNNNNAS 	CRAVVVSPPNASPPCRAVVVSPNNNNNBTPZVVVSDDDNNAS 
PPNNNNNNAS 	CRAVVVSNNNNNASZVVSDDPPNNNNNNNNBS 
DDDPPNNNNAS 	CRAVVSPPNNNNNNNNASCRAVVVVSPPNNNNNNBSPPCRBVVSPPNNNNNNNNNBTPPZVVSNNNAS 
DDDNNNNNNAT 	CRAVVVVVTPNNNNNNNBTPPCRBVVVVVTPPNNNNNBSZVVTDDDNNNNAS 
DDDNNNNNNNNBS 	CRBVSPPNNNNASPPCRAVVSPPNNNNNNNASCRAVVVSPNNNNNNNNNBSCRBVVVSPNBTPPZVSPPNNNNNNNNAT 
DPPNNNNNNAT 	CRAVTPPNNNNNNNBSPCRBVVVVVSPNNNNNNASZVVVTDDDNNNNNNNNNAT 
DDDPNNNBT 	CRBVVVVVTNNNNNNNBTZVVVVTDDPPNNNNNBT 
DDPNNNNNAS 	CRAVVSNNNNNNBSPZVVVSDNNNNNNNNNAS 
PNNAT 	CRAVVVVVTNNNNNNATPCRAVVVVTNNNASPPZVTDNNNNNNBT 
PNAS 	CRAVVVSNATPPZVVVSPPNNNNNNNNNAS 
DPNNNNNNNBS 	CRBVVVSPPNNNNASPPCRAVSPNNNNNNNNNASPCRAVVVSPNNNNNNATPZVVVSPNNNNNAS 
PPNNNNNNNBT 	CRBVVVVTPNBTPPCRBVTPPNNNNNNNNBSPPCRBVVSPNNNNBSPZVVVVTNNNNNAT 
DPNNNNNNNNNBT 	CRBVVVVTPNNNBTPPCRBVVVVVTPPNNNNNNBSPZVVVTDPPNBT 
DDDNAT 	CRAVVVVTPNNNNNNNASZVVTDDDPNNNNNNNBS 
DDDPNNNAS 	CRAVVVSPPNNNNNNNNBTPCRBVVVTNNNNNNNNBSPZVVVVSDDDPPNNNNNNNNAS 
DDPPNNNNNNNNBT 	CRBVVVVVTPPNNNNNASZVVTNNNNNAS 
DDNNNNNNNNNAT 	CRAVVVTPPNNNNNNNNATPCRAVVVVVTPNNNBSCRBVVVVSNASZVVVTPNNNNNNNNNBS 
DDPPNNNNNBT 	CRBVVVVTPNNBSPPCRBVSNNNNNNATCRAVVVVTNNNNNNNNATPZVVTDDPPNNAT 
DDDPNNAT 	CRAVVTNASCRAVVVSPNASCRAVVVVSNNNBTCRBVVVVVTPPNBTZVVVVVTPPNNNNNNNNAS 
DDDNNAS 	CRAVVVVSNNNNNBTPZVVSDDNNNNNNBS 
DDDPNNNNNBT 	CRBVVTPNNNNNASPPCRAVVVVVSPNNNNNNNASPPCRAVVVVVSNNNNBTZVVVVVTNAS 
DNBT 	CRBVVVVVTNNNASCRAVSNNNNATPPCRAVVTNBTPZVVVTDNNNNNNNNNBT 
NNNNNBS 	CRBVSPPNNNASPPCRAVVSPNNNNASCRAVVVSNNBSCRBVVSNNBSZVVVVSDDNNNNNNBT 
DDDNNNNNNNBT 	CRBVVVTPPNNNNNNNNBSCRBVVSPNNNNNNNNNBTPZVVVVTDDNNNNNNNNBS 
DPNNNNNBS 	CRBVVSPPNNNNNNBTPZVVVVSDDPPNNNNNNAT 
PNNNNNNBS 	CRBVVVVVSPPNNNNNATCRAVVTNNNNNBSCRBVVSNBTCRBVTPNNNNNNBTPZVSDDNNNNNBS 
DDPNNNNNNAS 	CRAVSPPNNNNNNNNASPPCRAVVVVVSPPNNNNNNNNNATPCRAVVVVVTNBSPZVVVVSPPNNNNNNNNBT 
DDNNNNNNNNNBS 	CRBVVVSNNBSCRBVSNNNNNNNNASCRAVVVVVSPNNNBSPPZVSDPPNNNAS 
NNNNAT 	CRAVVVVVTPNNNNNNNNASPPCRAVSPPNNNNNNNBTCRBVVTPNNBSCRBVVVVVSNNNNNATPPZVVVTDNNNNNNNNNAT 
DDDNNNNNNNAT 	CRAVVTPNNNNNNNASPCRAVVVVSPNNNNNNATPCRAVVVVTPNASPPZVVVTNNNNNNNNNAS 
DDPPNNNNNNBT 	CRBVVVVVTNNBSPCRBVVVVSPNNNNNBTPPCRBVTPPNNNNNNNASPPCRAVVVSPPNNNNASPPZVVVVVTDDDPPNNNBT 
DDPPNNNNNNNNNAS 	CRAVVVVSPPNATPCRAVVTNNNNNBSPPCRBVVVVSPNNNNNNNNBTPZVSDNNNNNNNNBT 
DNNNBT 	CRBVVVTNNNNNNNNATPPCRAVVVTNNNNBSPCRBVSPNNNNNASPZVVTNNNNNNNNBS 
PNNNBS 	CRBVVVVSNNNNNNNNNASPCRAVVVSPNNNNNNNNNBSCRBVVVVSNBSCRBVVSPPNBTZVSDDDPPNNBS 
DPNNNNNNNNNBT 	CRBVVVTPNNNNNNNNNATPCRAVVVVTPNNNNNNNNNBTPPZVVVVTDNNNNNNNBS 
DDDPNNNNNNNNNBS 	CRBVVVVVSNNNNNATPZVVSDDDNNNBT 
NAS 	CRAVVVSPPNNNNNNNNATPPCRAVVVVTNASPPCRAVVVSPNNATPCRAVVVVVTPNNNBTZVSNNNNNNNBT 
DDDPPNAS 	CRAVVVVSPNNNNBTPCRBVVVVVTNNNNBSPPZVVVVSDDDPPNNNNNAS 
DPNNNNNAT 	CRAVVVVVTPNNNATPPCRAVVVVVTPPNNNNNNBTPCRBVVVTPPNNNASZVTNNNNNNNNNAT 
DDPNNAS 	CRAVVVVSPNNNASCRAVVVVVSNBTPPCRBVVVVTPPNNNASZVSDDDPPNNNNNAS 
PPNNNNNNNNNBS 	CRBVVSPNBSPCRBVVSPPNNNNNNNNNBSPPZVSDNAS 
DPPNNNNAT 	CRAVVVVVTPPNNNNATPPCRAVVVVTNNNNNNNBSPZVTDDDPPNNNNNNNNNBT 
DDPNNNNNNNNBS 	CRBVVSPPNNATPZVVVVSNNNNNNNNAS 
